20190102 # magic number
# Give level energies in cm^-1 for each ion.
# Each line gives n, l, S, J, energy.
# The last entry for each ion is the ionization potential.
# It is marked with negative quantum numbers. The ionization
# potential MUST be the last entry for a given element!
#
# NIST data for n<=8 were downloaded using ADM.
#
# If no data exists for a given level, omit it in this table.
# The value will be filled in using the quantum defect routine.
#
# helium
# These energies from Drake 1996, except these divided by c
#
# lithium thru zinc
# These energies are from CHIANTI 5, up to 5^1P 
# >>refer He-like	Energies	Landi et al., 2005; ApJSS, in press 
# >>refer He-like	Energies	Dere, K. P. et al. 1997, 
# >>refercon	 Astronomy and Astrophysics Suppl. Ser., Vol. 125, pp. 149-173
#
# Ionization potentials (in Rydbergs) for each ion in the iso-seq up to Z=30.	
# These are exactly what you get if you take Verner's numbers in atmdat_ph1(0,1,nelem,0) 
# and multiply by (0.9998787/EVRYD)*RYD_INF, exactly as is done elsewhere in Cloudy
#
 1  0  1  0      0.0000      0.0011     
 2  0  3 -1 159855.9743297   0.0000020  
 2  0  1  0 166277.440141    0.000005   
 2  1  3  2 169086.7664725   0.0000020  
 2  1  3  1 169086.8428979   0.0000020  
 2  1  3  0 169087.8308131   0.0000020  
 2  1  1  1 171134.896946    0.000007   
 3  0  3 -1 183236.7917 7e-05
 3  0  1  0 184864.82932     0.00003    
 3  1  3 -1 185564.601758333 4.6014e-06
 3  2  3 -1 186101.556356887 4.25154e-07
 3  2  1  2 186104.9666893   0.0000007  
 3  1  1  1 186209.364940    0.000007   
 4  0  3 -1 190298.11326 2.3e-05
 4  0  1  0 190940.226355    0.000020   
 4  1  3 -1 191217.057223778 4.6014e-06
 4  2  3 -1 191444.4852741 1.82209e-07
 4  2  1  2 191446.4557405   0.0000003  
 4  3  3 -1 191451.880760617 4.14997e-08
 4  3  1  3 191451.89746084  0.00000007 
 4  1  1  1 191492.711909    0.000007   
 5  0  3 -1 193346.991344 1e-05
 5  0  1  0 193663.512095    0.000010   
 5  1  3 -1 193800.715765778 1.97203e-06
 5  2  3 -1 193917.153521061 1.21472e-07
 5  2  1  2 193918.28990114  0.00000017 
 5  3  3 -1 193921.121366713 1.77856e-08
 5  3  1  3 193921.13088112  0.00000003 
 5  4  3 -1 193921.617448797 4.10744e-09
 5  4  1  4 193921.621933101 0.000000007
 5  1  1  1 193942.462294    0.000003   
 6  0  3 -1 194936.119697 7e-06
 6  0  1  0 195114.868700    0.000007   
 6  1  3 -1 195192.7476477 1.51189e-06
 6  2  3 -1 195260.072653173 7.89571e-08
 6  2  1  2 195260.77050808  0.00000010 
 6  3  3 -1 195262.425894104 1.1857e-08
 6  3  1  3 195262.431784358 0.000000020
